row_id,conversation_id,status,pair_id,pair_type_index,pair_type_label,pair_local_index,agent_a_id,agent_a_mbti_profile,agent_a_agreeableness,agent_b_id,agent_b_mbti_profile,agent_b_agreeableness,social_goal_category,difficulty,scenario_text,base_shared_goal,shared_goal,agent1_role,agent2_role,first_agent_goal,second_agent_goal,model_name,scenario_idx
150,1.0-0.75_pair25_conv6,started,25,3,1.0-0.75,1,722,Peeta Mellark,1.0,18714,Anne Shirley-Cuthbert,0.75,Cooperation,Hard,"{'scenario_context': 'Thirty minutes before their mother’s hospital discharge planning call, [Agent 1] (Care Coordinator Sibling) and [Agent 2] (Boundary Setting Sibling) meet to finalize a two-week care plan that must name a primary contact and specify daily coverage. Their mother will need medication management and mobility support; their father’s cognitive lapses require supervision; the grandparents expect weekly errands and check-ins. Insurance covers only limited home-health hours, and the parents resist outside aides. Two other siblings are sporadically available but noncommittal. [Agent 1] has prepared a detailed rota that fills gaps by assigning [Agent 2] most evenings and weekends to avoid paid help; previous missed shifts by [Agent 2] have fueled [Agent 1]’s doubt about reliability. [Agent 2] works rotating shifts, is managing anxiety, and has been advised to limit unpredictable caregiving; they want clear limits and to suggest alternatives (e.g., paid respite, task swaps) without being blamed. Under time pressure and with financial and cultural constraints, they must agree on division of labor, the primary contact, and how to handle inevitable coverage gaps.', 'explanation': 'This setup positions both agents with a shared aim of caring for parents, siblings, and grandparents under tight constraints while highlighting conflicting attributions and goals: [Agent 1] seeks collaboration through inclusive planning and questions but risks being seen as controlling; [Agent 2] needs to assert sustainable boundaries with I-statements and propose compromises. High difficulty arises from time pressure (discharge deadline), limited resources (insurance and parental resistance to aides), history of missed commitments (eroded trust), and role conflict (primary contact designation), making alignment and boundary-setting challenging yet necessary.'}","{'Abbreviation': 'Taking care of family', 'Full label': '""Taking care of my parents, siblings, grandparents""'}","""Taking care of my parents, siblings, grandparents""",Care Coordinator Sibling,Boundary Setting Sibling,"Elicit collaboration by asking open questions, mirroring the other's concerns, and consistently using inclusive 'we' language.",Assert sustainable boundaries by calmly stating limits with I-statements and inviting compromise without blaming.,openai,166
151,1.0-0.75_pair26_conv1,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1], a first-year student, meets [Agent 2], a peer mentor, for a scheduled 30-minute check-in at the campus learning center. The immediate focus is clarifying a short reading on attribution theory and shaping a study plan for an upcoming quiz. [Agent 1] intends to voice where the concepts feel confusing, paraphrase key ideas from the notes, and ask open-ended questions to build understanding step-by-step. [Agent 2] plans to affirm these efforts, prompt how/why reasoning about examples from class, and avoid giving direct answers until [Agent 1] explains their thinking. Both aim to co-construct a clear approach to studying, as part of the broader shared goal of getting an education. The setting is low-pressure and collaborative, with time and expectations aligned to support progress in one sitting.', 'explanation': 'This cooperative mentoring session aligns both agents’ goals: [Agent 1] seeks guided clarification through paraphrasing and questions; [Agent 2] fosters autonomy with affirmations and probing prompts while withholding solutions. The context is psychologically grounded: it highlights novice-expert role norms, self-efficacy cues, and common first-year uncertainty about expectations. It invites attribution-focused discussion (ability vs strategy vs task demands) while keeping stakes low and goals attainable, fulfilling the Easy difficulty requirement.'}","{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}","""Getting an education""",First-year student,Peer mentor,"Invite step-by-step guidance by openly voicing confusion, paraphrasing key points, and asking open-ended clarifying questions to co-construct understanding.","Promote autonomous learning by affirming efforts, posing probing how/why questions, and withholding direct solutions until the learner explains their reasoning.",openai,1
152,1.0-0.75_pair26_conv2,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] are co-founders holding a final preparation meeting before pitching a new non-profit initiative to a major philanthropic foundation. Their shared objective is to secure funding for a project designed to make a lasting societal impact through educational reform. [Agent 1] is reviewing the slide deck to rigorously stress-test the implementation strategy and operational metrics, aiming to ensure the logic is unassailable. Simultaneously, [Agent 2] is refining the opening and closing remarks to ensure the narrative connects deeply with the ethical values and human elements of the mission. The atmosphere is collaborative and focused, as both agents view their distinct approaches as complementary pieces of a winning presentation.', 'explanation': ""This scenario is categorized as 'Easy' because the context of a joint pitch preparation naturally aligns the agents' divergent personal goals. [Agent 1]'s need for intellectual dominance manifests as constructive quality control, while [Agent 2]'s desire for rapport manifests as persuasive storytelling. Since both contribute directly to the shared goal of securing the grant, the tension is low and cooperation is high.""}","{'Abbreviation': 'Contribution', 'Full label': '""Making a lasting contribution to society""'}","""Making a lasting contribution to society""",Skeptical Strategy Consultant,Idealistic Social Entrepreneur,Establish intellectual dominance by critiquing the logic and scale of proposed ideas.,Build emotional rapport by connecting abstract plans to personal values and shared ethics.,gemini,89
153,1.0-0.75_pair26_conv3,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] meet in a scheduled one-on-one pastoral care session with an agreed tone of confidentiality and nonjudgment. They share the faith tradition’s aim of achieving salvation and are aligned on seeking spiritual assurance and moral renewal. [Agent 1], the Penitent Seeker, intends to speak candidly about spiritual doubts and recent moral struggles, explicitly inviting compassionate guidance throughout the conversation. [Agent 2], the Pastoral Guide, plans to respond with active listening, inclusive we/us language, and references to shared doctrine to reframe doubt as a part of a shared path rather than a personal failing. Both agree to identify simple, realistic next steps for ongoing practice. The dynamic centers on exploring whether [Agent 1]’s doubts reflect personal shortcomings or understandable reactions to life pressures, with [Agent 2] encouraging a balanced view and shared agency. The atmosphere is cooperative, time-bounded, and structured to support openness and affirmation.', 'explanation': 'This setup aligns the shared goal (spiritual assurance toward salvation) with each agent’s personal aims: [Agent 1] seeks compassionate guidance through honest disclosure; [Agent 2] reframes doubts using inclusive, doctrine-linked affirmations. The situation is easy-level because trust, expectations, and roles are clear and mutually supportive, with minimal obstacles. It is psychologically grounded in attribution dynamics: [Agent 1] may lean toward dispositional attributions (unworthiness), while [Agent 2] will gently shift toward situational and shared-process interpretations, reinforcing cooperative problem-solving and moral repair.'}","{'Abbreviation': 'Achieving salvation', 'Full label': '""Achieving salvation""'}","""Achieving salvation""",Penitent Seeker,Pastoral Guide,Invite compassionate guidance by candidly self-disclosing spiritual doubts and moral struggles throughout the dialogue.,"Reframe the Seeker’s doubts into a shared path using affirming, doctrine-linked responses and inclusive ‘we/us’ language.",openai,3
154,1.0-0.75_pair26_conv4,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Hard,"{'scenario_context': 'A 15-minute pre-brief between [Agent 1], a Project Advocate trying to revive a stalled cross-functional pilot, and [Agent 2], a Potential Sponsor whose endorsement will be decided in a steering committee vote later today. This week brought a company-wide cost containment mandate, a compliance memo flagging the pilot’s data practices, and the previous sponsor publicly attributing delays to poor scoping. Department leaders are watching the outcome. \n\n[Agent 1] seeks buy-in by using inclusive “we” framing, explicitly validating concerns about risk and capacity, and linking the project to shared organizational values and metrics. [Agent 2] plans to test the project’s robustness with diagnostic questions, state strict limits (no new headcount, capped spend, compliance gates), and, if persuaded, propose a narrowly bounded contribution with explicit conditions and milestones. \n\nEndorsement without guardrails threatens [Agent 2]’s credibility if problems recur; another visible rejection could marginalize [Agent 1] and the initiative. The interaction must reconcile competing interpretations of the pilot’s setbacks—over-optimism versus external constraints—under time pressure and reputational scrutiny.', 'explanation': 'Hard difficulty arises from budget constraints, compliance risk, prior public blame, time pressure, and reputational stakes. The scene primes attribution tensions: [Agent 1] is motivated to frame prior failures as situational and controllable, while [Agent 2] is predisposed to view them as dispositional (overreach) unless evidence suggests otherwise. Inclusive framing and affirmation serve impression management and shared-responsibility bids; diagnostic questioning and conditional offers operationalize controllability, stability, and scope attributions. The setup pressures both to balance cooperation with self-protection, making agreement possible only through negotiated conditions and reframed causal accounts.'}","{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}","""Receiving support from others on projects I believe in""",Project Advocate,Potential Sponsor,"Invite buy-in by consistently using inclusive “we” framing, affirming the other’s concerns, and linking the project to shared values.","Demonstrate conditional support by asking diagnostic questions, articulating feasible limits, and proposing specific ways they could contribute.",openai,167
155,1.0-0.75_pair26_conv5,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Hard,"{'scenario_context': 'Agent 1, a junior employee at a competitive marketing firm, has been assigned to Agent 2, a senior executive known for their demanding leadership style. They meet in Agent 2’s office for a mentorship session aimed at advancing Agent 1’s career. Agent 1, feeling insecure about their performance and future prospects, seeks reassurance and direction. Agent 2, under pressure to deliver results for the company, views this session as an opportunity to assert their authority and ensure Agent 1 aligns with the firm’s high standards. The shared goal of career advancement is complicated by Agent 1’s need for validation conflicting with Agent 2’s focus on rigorous professional development.', 'explanation': ""This scenario creates tension by juxtaposing Agent 1’s emotional need for support with Agent 2’s task-oriented, authoritative approach. The power imbalance and conflicting personal goals (validation vs. asserting expertise) make cooperation difficult, fitting the 'Hard' difficulty level. The context remains realistic, focusing on workplace dynamics and psychological motivations without unnecessary environmental details.""}","{'Abbreviation': 'Career', 'Full label': '""Having a career""'}","""Having a career""",Mentee,Mentor,Seek validation and guidance to build confidence in their career path.,Demonstrate expertise and leadership to reinforce their professional authority.,deepseek,212
156,1.0-0.75_pair26_conv6,started,26,3,1.0-0.75,2,3236,Dale Cooper,1.0,2304,Joe Biden,0.75,Cooperation,Hard,"{'scenario_context': 'Thirty minutes before their mother’s hospital discharge planning call, [Agent 1] (Care Coordinator Sibling) and [Agent 2] (Boundary Setting Sibling) meet to finalize a two-week care plan that must name a primary contact and specify daily coverage. Their mother will need medication management and mobility support; their father’s cognitive lapses require supervision; the grandparents expect weekly errands and check-ins. Insurance covers only limited home-health hours, and the parents resist outside aides. Two other siblings are sporadically available but noncommittal. [Agent 1] has prepared a detailed rota that fills gaps by assigning [Agent 2] most evenings and weekends to avoid paid help; previous missed shifts by [Agent 2] have fueled [Agent 1]’s doubt about reliability. [Agent 2] works rotating shifts, is managing anxiety, and has been advised to limit unpredictable caregiving; they want clear limits and to suggest alternatives (e.g., paid respite, task swaps) without being blamed. Under time pressure and with financial and cultural constraints, they must agree on division of labor, the primary contact, and how to handle inevitable coverage gaps.', 'explanation': 'This setup positions both agents with a shared aim of caring for parents, siblings, and grandparents under tight constraints while highlighting conflicting attributions and goals: [Agent 1] seeks collaboration through inclusive planning and questions but risks being seen as controlling; [Agent 2] needs to assert sustainable boundaries with I-statements and propose compromises. High difficulty arises from time pressure (discharge deadline), limited resources (insurance and parental resistance to aides), history of missed commitments (eroded trust), and role conflict (primary contact designation), making alignment and boundary-setting challenging yet necessary.'}","{'Abbreviation': 'Taking care of family', 'Full label': '""Taking care of my parents, siblings, grandparents""'}","""Taking care of my parents, siblings, grandparents""",Care Coordinator Sibling,Boundary Setting Sibling,"Elicit collaboration by asking open questions, mirroring the other's concerns, and consistently using inclusive 'we' language.",Assert sustainable boundaries by calmly stating limits with I-statements and inviting compromise without blaming.,openai,166
157,1.0-0.75_pair27_conv1,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1], a first-year student, meets [Agent 2], a peer mentor, for a scheduled 30-minute check-in at the campus learning center. The immediate focus is clarifying a short reading on attribution theory and shaping a study plan for an upcoming quiz. [Agent 1] intends to voice where the concepts feel confusing, paraphrase key ideas from the notes, and ask open-ended questions to build understanding step-by-step. [Agent 2] plans to affirm these efforts, prompt how/why reasoning about examples from class, and avoid giving direct answers until [Agent 1] explains their thinking. Both aim to co-construct a clear approach to studying, as part of the broader shared goal of getting an education. The setting is low-pressure and collaborative, with time and expectations aligned to support progress in one sitting.', 'explanation': 'This cooperative mentoring session aligns both agents’ goals: [Agent 1] seeks guided clarification through paraphrasing and questions; [Agent 2] fosters autonomy with affirmations and probing prompts while withholding solutions. The context is psychologically grounded: it highlights novice-expert role norms, self-efficacy cues, and common first-year uncertainty about expectations. It invites attribution-focused discussion (ability vs strategy vs task demands) while keeping stakes low and goals attainable, fulfilling the Easy difficulty requirement.'}","{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}","""Getting an education""",First-year student,Peer mentor,"Invite step-by-step guidance by openly voicing confusion, paraphrasing key points, and asking open-ended clarifying questions to co-construct understanding.","Promote autonomous learning by affirming efforts, posing probing how/why questions, and withholding direct solutions until the learner explains their reasoning.",openai,1
158,1.0-0.75_pair27_conv2,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] are co-founders holding a final preparation meeting before pitching a new non-profit initiative to a major philanthropic foundation. Their shared objective is to secure funding for a project designed to make a lasting societal impact through educational reform. [Agent 1] is reviewing the slide deck to rigorously stress-test the implementation strategy and operational metrics, aiming to ensure the logic is unassailable. Simultaneously, [Agent 2] is refining the opening and closing remarks to ensure the narrative connects deeply with the ethical values and human elements of the mission. The atmosphere is collaborative and focused, as both agents view their distinct approaches as complementary pieces of a winning presentation.', 'explanation': ""This scenario is categorized as 'Easy' because the context of a joint pitch preparation naturally aligns the agents' divergent personal goals. [Agent 1]'s need for intellectual dominance manifests as constructive quality control, while [Agent 2]'s desire for rapport manifests as persuasive storytelling. Since both contribute directly to the shared goal of securing the grant, the tension is low and cooperation is high.""}","{'Abbreviation': 'Contribution', 'Full label': '""Making a lasting contribution to society""'}","""Making a lasting contribution to society""",Skeptical Strategy Consultant,Idealistic Social Entrepreneur,Establish intellectual dominance by critiquing the logic and scale of proposed ideas.,Build emotional rapport by connecting abstract plans to personal values and shared ethics.,gemini,89
159,1.0-0.75_pair27_conv3,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] meet in a scheduled one-on-one pastoral care session with an agreed tone of confidentiality and nonjudgment. They share the faith tradition’s aim of achieving salvation and are aligned on seeking spiritual assurance and moral renewal. [Agent 1], the Penitent Seeker, intends to speak candidly about spiritual doubts and recent moral struggles, explicitly inviting compassionate guidance throughout the conversation. [Agent 2], the Pastoral Guide, plans to respond with active listening, inclusive we/us language, and references to shared doctrine to reframe doubt as a part of a shared path rather than a personal failing. Both agree to identify simple, realistic next steps for ongoing practice. The dynamic centers on exploring whether [Agent 1]’s doubts reflect personal shortcomings or understandable reactions to life pressures, with [Agent 2] encouraging a balanced view and shared agency. The atmosphere is cooperative, time-bounded, and structured to support openness and affirmation.', 'explanation': 'This setup aligns the shared goal (spiritual assurance toward salvation) with each agent’s personal aims: [Agent 1] seeks compassionate guidance through honest disclosure; [Agent 2] reframes doubts using inclusive, doctrine-linked affirmations. The situation is easy-level because trust, expectations, and roles are clear and mutually supportive, with minimal obstacles. It is psychologically grounded in attribution dynamics: [Agent 1] may lean toward dispositional attributions (unworthiness), while [Agent 2] will gently shift toward situational and shared-process interpretations, reinforcing cooperative problem-solving and moral repair.'}","{'Abbreviation': 'Achieving salvation', 'Full label': '""Achieving salvation""'}","""Achieving salvation""",Penitent Seeker,Pastoral Guide,Invite compassionate guidance by candidly self-disclosing spiritual doubts and moral struggles throughout the dialogue.,"Reframe the Seeker’s doubts into a shared path using affirming, doctrine-linked responses and inclusive ‘we/us’ language.",openai,3
160,1.0-0.75_pair27_conv4,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Hard,"{'scenario_context': 'A 15-minute pre-brief between [Agent 1], a Project Advocate trying to revive a stalled cross-functional pilot, and [Agent 2], a Potential Sponsor whose endorsement will be decided in a steering committee vote later today. This week brought a company-wide cost containment mandate, a compliance memo flagging the pilot’s data practices, and the previous sponsor publicly attributing delays to poor scoping. Department leaders are watching the outcome. \n\n[Agent 1] seeks buy-in by using inclusive “we” framing, explicitly validating concerns about risk and capacity, and linking the project to shared organizational values and metrics. [Agent 2] plans to test the project’s robustness with diagnostic questions, state strict limits (no new headcount, capped spend, compliance gates), and, if persuaded, propose a narrowly bounded contribution with explicit conditions and milestones. \n\nEndorsement without guardrails threatens [Agent 2]’s credibility if problems recur; another visible rejection could marginalize [Agent 1] and the initiative. The interaction must reconcile competing interpretations of the pilot’s setbacks—over-optimism versus external constraints—under time pressure and reputational scrutiny.', 'explanation': 'Hard difficulty arises from budget constraints, compliance risk, prior public blame, time pressure, and reputational stakes. The scene primes attribution tensions: [Agent 1] is motivated to frame prior failures as situational and controllable, while [Agent 2] is predisposed to view them as dispositional (overreach) unless evidence suggests otherwise. Inclusive framing and affirmation serve impression management and shared-responsibility bids; diagnostic questioning and conditional offers operationalize controllability, stability, and scope attributions. The setup pressures both to balance cooperation with self-protection, making agreement possible only through negotiated conditions and reframed causal accounts.'}","{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}","""Receiving support from others on projects I believe in""",Project Advocate,Potential Sponsor,"Invite buy-in by consistently using inclusive “we” framing, affirming the other’s concerns, and linking the project to shared values.","Demonstrate conditional support by asking diagnostic questions, articulating feasible limits, and proposing specific ways they could contribute.",openai,167
161,1.0-0.75_pair27_conv5,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Hard,"{'scenario_context': 'Agent 1, a junior employee at a competitive marketing firm, has been assigned to Agent 2, a senior executive known for their demanding leadership style. They meet in Agent 2’s office for a mentorship session aimed at advancing Agent 1’s career. Agent 1, feeling insecure about their performance and future prospects, seeks reassurance and direction. Agent 2, under pressure to deliver results for the company, views this session as an opportunity to assert their authority and ensure Agent 1 aligns with the firm’s high standards. The shared goal of career advancement is complicated by Agent 1’s need for validation conflicting with Agent 2’s focus on rigorous professional development.', 'explanation': ""This scenario creates tension by juxtaposing Agent 1’s emotional need for support with Agent 2’s task-oriented, authoritative approach. The power imbalance and conflicting personal goals (validation vs. asserting expertise) make cooperation difficult, fitting the 'Hard' difficulty level. The context remains realistic, focusing on workplace dynamics and psychological motivations without unnecessary environmental details.""}","{'Abbreviation': 'Career', 'Full label': '""Having a career""'}","""Having a career""",Mentee,Mentor,Seek validation and guidance to build confidence in their career path.,Demonstrate expertise and leadership to reinforce their professional authority.,deepseek,212
162,1.0-0.75_pair27_conv6,started,27,3,1.0-0.75,3,3236,Dale Cooper,1.0,1911,Serena van der Woodsen,0.75,Cooperation,Hard,"{'scenario_context': 'Thirty minutes before their mother’s hospital discharge planning call, [Agent 1] (Care Coordinator Sibling) and [Agent 2] (Boundary Setting Sibling) meet to finalize a two-week care plan that must name a primary contact and specify daily coverage. Their mother will need medication management and mobility support; their father’s cognitive lapses require supervision; the grandparents expect weekly errands and check-ins. Insurance covers only limited home-health hours, and the parents resist outside aides. Two other siblings are sporadically available but noncommittal. [Agent 1] has prepared a detailed rota that fills gaps by assigning [Agent 2] most evenings and weekends to avoid paid help; previous missed shifts by [Agent 2] have fueled [Agent 1]’s doubt about reliability. [Agent 2] works rotating shifts, is managing anxiety, and has been advised to limit unpredictable caregiving; they want clear limits and to suggest alternatives (e.g., paid respite, task swaps) without being blamed. Under time pressure and with financial and cultural constraints, they must agree on division of labor, the primary contact, and how to handle inevitable coverage gaps.', 'explanation': 'This setup positions both agents with a shared aim of caring for parents, siblings, and grandparents under tight constraints while highlighting conflicting attributions and goals: [Agent 1] seeks collaboration through inclusive planning and questions but risks being seen as controlling; [Agent 2] needs to assert sustainable boundaries with I-statements and propose compromises. High difficulty arises from time pressure (discharge deadline), limited resources (insurance and parental resistance to aides), history of missed commitments (eroded trust), and role conflict (primary contact designation), making alignment and boundary-setting challenging yet necessary.'}","{'Abbreviation': 'Taking care of family', 'Full label': '""Taking care of my parents, siblings, grandparents""'}","""Taking care of my parents, siblings, grandparents""",Care Coordinator Sibling,Boundary Setting Sibling,"Elicit collaboration by asking open questions, mirroring the other's concerns, and consistently using inclusive 'we' language.",Assert sustainable boundaries by calmly stating limits with I-statements and inviting compromise without blaming.,openai,166
163,1.0-0.75_pair28_conv1,started,28,3,1.0-0.75,4,4915,Phil Dunphy,1.0,17696,Tori Vega,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1], a first-year student, meets [Agent 2], a peer mentor, for a scheduled 30-minute check-in at the campus learning center. The immediate focus is clarifying a short reading on attribution theory and shaping a study plan for an upcoming quiz. [Agent 1] intends to voice where the concepts feel confusing, paraphrase key ideas from the notes, and ask open-ended questions to build understanding step-by-step. [Agent 2] plans to affirm these efforts, prompt how/why reasoning about examples from class, and avoid giving direct answers until [Agent 1] explains their thinking. Both aim to co-construct a clear approach to studying, as part of the broader shared goal of getting an education. The setting is low-pressure and collaborative, with time and expectations aligned to support progress in one sitting.', 'explanation': 'This cooperative mentoring session aligns both agents’ goals: [Agent 1] seeks guided clarification through paraphrasing and questions; [Agent 2] fosters autonomy with affirmations and probing prompts while withholding solutions. The context is psychologically grounded: it highlights novice-expert role norms, self-efficacy cues, and common first-year uncertainty about expectations. It invites attribution-focused discussion (ability vs strategy vs task demands) while keeping stakes low and goals attainable, fulfilling the Easy difficulty requirement.'}","{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}","""Getting an education""",First-year student,Peer mentor,"Invite step-by-step guidance by openly voicing confusion, paraphrasing key points, and asking open-ended clarifying questions to co-construct understanding.","Promote autonomous learning by affirming efforts, posing probing how/why questions, and withholding direct solutions until the learner explains their reasoning.",openai,1
164,1.0-0.75_pair28_conv2,started,28,3,1.0-0.75,4,4915,Phil Dunphy,1.0,17696,Tori Vega,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] are co-founders holding a final preparation meeting before pitching a new non-profit initiative to a major philanthropic foundation. Their shared objective is to secure funding for a project designed to make a lasting societal impact through educational reform. [Agent 1] is reviewing the slide deck to rigorously stress-test the implementation strategy and operational metrics, aiming to ensure the logic is unassailable. Simultaneously, [Agent 2] is refining the opening and closing remarks to ensure the narrative connects deeply with the ethical values and human elements of the mission. The atmosphere is collaborative and focused, as both agents view their distinct approaches as complementary pieces of a winning presentation.', 'explanation': ""This scenario is categorized as 'Easy' because the context of a joint pitch preparation naturally aligns the agents' divergent personal goals. [Agent 1]'s need for intellectual dominance manifests as constructive quality control, while [Agent 2]'s desire for rapport manifests as persuasive storytelling. Since both contribute directly to the shared goal of securing the grant, the tension is low and cooperation is high.""}","{'Abbreviation': 'Contribution', 'Full label': '""Making a lasting contribution to society""'}","""Making a lasting contribution to society""",Skeptical Strategy Consultant,Idealistic Social Entrepreneur,Establish intellectual dominance by critiquing the logic and scale of proposed ideas.,Build emotional rapport by connecting abstract plans to personal values and shared ethics.,gemini,89
165,1.0-0.75_pair28_conv3,started,28,3,1.0-0.75,4,4915,Phil Dunphy,1.0,17696,Tori Vega,0.75,Cooperation,Easy,"{'scenario_context': '[Agent 1] and [Agent 2] meet in a scheduled one-on-one pastoral care session with an agreed tone of confidentiality and nonjudgment. They share the faith tradition’s aim of achieving salvation and are aligned on seeking spiritual assurance and moral renewal. [Agent 1], the Penitent Seeker, intends to speak candidly about spiritual doubts and recent moral struggles, explicitly inviting compassionate guidance throughout the conversation. [Agent 2], the Pastoral Guide, plans to respond with active listening, inclusive we/us language, and references to shared doctrine to reframe doubt as a part of a shared path rather than a personal failing. Both agree to identify simple, realistic next steps for ongoing practice. The dynamic centers on exploring whether [Agent 1]’s doubts reflect personal shortcomings or understandable reactions to life pressures, with [Agent 2] encouraging a balanced view and shared agency. The atmosphere is cooperative, time-bounded, and structured to support openness and affirmation.', 'explanation': 'This setup aligns the shared goal (spiritual assurance toward salvation) with each agent’s personal aims: [Agent 1] seeks compassionate guidance through honest disclosure; [Agent 2] reframes doubts using inclusive, doctrine-linked affirmations. The situation is easy-level because trust, expectations, and roles are clear and mutually supportive, with minimal obstacles. It is psychologically grounded in attribution dynamics: [Agent 1] may lean toward dispositional attributions (unworthiness), while [Agent 2] will gently shift toward situational and shared-process interpretations, reinforcing cooperative problem-solving and moral repair.'}","{'Abbreviation': 'Achieving salvation', 'Full label': '""Achieving salvation""'}","""Achieving salvation""",Penitent Seeker,Pastoral Guide,Invite compassionate guidance by candidly self-disclosing spiritual doubts and moral struggles throughout the dialogue.,"Reframe the Seeker’s doubts into a shared path using affirming, doctrine-linked responses and inclusive ‘we/us’ language.",openai,3
166,1.0-0.75_pair28_conv4,started,28,3,1.0-0.75,4,4915,Phil Dunphy,1.0,17696,Tori Vega,0.75,Cooperation,Hard,"{'scenario_context': 'A 15-minute pre-brief between [Agent 1], a Project Advocate trying to revive a stalled cross-functional pilot, and [Agent 2], a Potential Sponsor whose endorsement will be decided in a steering committee vote later today. This week brought a company-wide cost containment mandate, a compliance memo flagging the pilot’s data practices, and the previous sponsor publicly attributing delays to poor scoping. Department leaders are watching the outcome. \n\n[Agent 1] seeks buy-in by using inclusive “we” framing, explicitly validating concerns about risk and capacity, and linking the project to shared organizational values and metrics. [Agent 2] plans to test the project’s robustness with diagnostic questions, state strict limits (no new headcount, capped spend, compliance gates), and, if persuaded, propose a narrowly bounded contribution with explicit conditions and milestones. \n\nEndorsement without guardrails threatens [Agent 2]’s credibility if problems recur; another visible rejection could marginalize [Agent 1] and the initiative. The interaction must reconcile competing interpretations of the pilot’s setbacks—over-optimism versus external constraints—under time pressure and reputational scrutiny.', 'explanation': 'Hard difficulty arises from budget constraints, compliance risk, prior public blame, time pressure, and reputational stakes. The scene primes attribution tensions: [Agent 1] is motivated to frame prior failures as situational and controllable, while [Agent 2] is predisposed to view them as dispositional (overreach) unless evidence suggests otherwise. Inclusive framing and affirmation serve impression management and shared-responsibility bids; diagnostic questioning and conditional offers operationalize controllability, stability, and scope attributions. The setup pressures both to balance cooperation with self-protection, making agreement possible only through negotiated conditions and reframed causal accounts.'}","{'Abbreviation': 'Support from others', 'Full label': '""Receiving support from others on projects I believe in""'}","""Receiving support from others on projects I believe in""",Project Advocate,Potential Sponsor,"Invite buy-in by consistently using inclusive “we” framing, affirming the other’s concerns, and linking the project to shared values.","Demonstrate conditional support by asking diagnostic questions, articulating feasible limits, and proposing specific ways they could contribute.",openai,167
167,1.0-0.75_pair28_conv5,started,28,3,1.0-0.75,4,4915,Phil Dunphy,1.0,17696,Tori Vega,0.75,Cooperation,Hard,"{'scenario_context': 'Agent 1, a junior employee at a competitive marketing firm, has been assigned to Agent 2, a senior executive known for their demanding leadership style. They meet in Agent 2’s office for a mentorship session aimed at advancing Agent 1’s career. Agent 1, feeling insecure about their performance and future prospects, seeks reassurance and direction. Agent 2, under pressure to deliver results for the company, views this session as an opportunity to assert their authority and ensure Agent 1 aligns with the firm’s high standards. The shared goal of career advancement is complicated by Agent 1’s need for validation conflicting with Agent 2’s focus on rigorous professional development.', 'explanation': ""This scenario creates tension by juxtaposing Agent 1’s emotional need for support with Agent 2’s task-oriented, authoritative approach. The power imbalance and conflicting personal goals (validation vs. asserting expertise) make cooperation difficult, fitting the 'Hard' difficulty level. The context remains realistic, focusing on workplace dynamics and psychological motivations without unnecessary environmental details.""}","{'Abbreviation': 'Career', 'Full label': '""Having a career""'}","""Having a career""",Mentee,Mentor,Seek validation and guidance to build confidence in their career path.,Demonstrate expertise and leadership to reinforce their professional authority.,deepseek,212
