base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role,scenario,model_name,difficulty
"{'Abbreviation': 'Rich social life', 'Full label': '""Having a rich, active, social life""'}",Cooperation,"The shared goal involves managing a social lifestyle, which requires the agents to coordinate their preferences and schedules. The chosen category reflects the negotiation necessary to align their differing definitions of what constitutes a 'rich' social life.","Consistently advocate for low-key, intimate gatherings to protect personal energy levels.","Enthusiastically push for attendance at high-visibility, large-group events to maximize social exposure.","""Having a rich, active, social life""",Selective Introvert,Ambitious Networker,"{'scenario_context': ""[Agent 1] and [Agent 2] are roommates and long-time friends who have recently entered a 'Social Revitalization Pact,' a mutual agreement to aggressively improve their social lives by doing everything together for one month. It is Thursday evening, and they must finalize plans for the upcoming Saturday night, which they have designated as a critical opportunity for socialization. [Agent 1], feeling the cumulative weight of a stressful work week, is firmly advocating for hosting a 'deep dive' dinner party with only three close friends to foster meaningful intimacy without draining emotional reserves. Conversely, [Agent 2] has just learned of a massive, exclusive rooftop mixer happening downtown and is pressuring [Agent 1] to agree to an open-invite 'pre-game' at their apartment before attending the mixer, arguing that skipping such a high-visibility event would sabotage their goal. They must decide on a single, unified plan within the next hour to send out invitations."", 'explanation': ""This scenario creates a 'Hard' difficulty level by placing the agents in a situation where their methods for achieving the shared goal ('Having a rich social life') are diametrically opposed and physiologically incompatible (energy conservation vs. high-stimulus exposure). The existence of a 'pact' forces cooperation, removing the option to simply split up, thereby maximizing interpersonal tension and requiring complex negotiation regarding dispositional needs.""}",gemini,Hard
"{'Abbreviation': 'Being logical', 'Full label': '""Being logical, consistent, rational""'}",Identity Recognition,"The category 'Identity Recognition' was selected because the shared goal of 'being logical, consistent, rational' typically serves to establish a self-concept of competence and intellectual stability. This setup creates an ideal environment for attributional analysis, specifically the Actor-Observer bias, where one agent seeks to validate their rationality (internal disposition) while the other scrutinizes it against external standards.",To assert intellectual authority by rigorously identifying and calling out inconsistencies in the partner's dialogue.,To maintain a composed facade and frame personal actions as the inevitable result of sound reasoning to avoid appearing emotional.,"""Being logical, consistent, rational""",Skeptical Analyst,Rationalizing Defender,"{'scenario_context': ""[Agent 1] and [Agent 2] are co-founders of a firm conducting a formal 'post-mortem' analysis regarding a critical, failed strategic pivot that [Agent 2] unilaterally executed during a market dip. They have explicitly agreed that the purpose of this meeting is to remain purely objective and stripped of emotion to optimize future performance. [Agent 2] is currently under immense pressure to frame a series of erratic, fear-based decisions as a cohesive, pre-planned game theory application to preserve their reputation. Conversely, [Agent 1] has come prepared with a dossier of timestamps and prior contradictory communications, intent on systematically proving that [Agent 2]'s actions were logically inconsistent, thereby asserting their own dominance as the more rational partner."", 'explanation': ""This scenario represents a Hard difficulty because the shared goal (Identity Recognition via rationality) serves as a battleground rather than a bridge. The tension is high because Agent 2 must perform intense cognitive labor to rationalize emotional behavior, while Agent 1 actively weaponizes the shared goal to dismantle Agent 2's defense, making a cooperative outcome difficult to achieve.""}",gemini,Hard
"{'Abbreviation': 'Others’ trust', 'Full label': '""Having others’ trust""'}",Relationship Building,"The category 'Relationship Building' best aligns with ‘Having others’ trust’ because trust is the fundamental currency of forming a functional social bond. The personal goals focus on the distinct interactional behaviors required to generate trust (disclosure) and verify it (probing), situated within a professional hierarchy where trust is critical.",Demonstrate vulnerability and competence through honest self-disclosure,Solicit reassurances by probing for consistency and integrity in responses,"""Having others’ trust""",New Team Member,Senior Project Lead,"{'scenario_context': ""[Agent 1], a recently hired team member, has requested an urgent, private meeting with [Agent 2], the Senior Project Lead, following a significant error [Agent 1] made that compromised a critical project milestone. The atmosphere is tense and high-stakes, as the project is already behind schedule. [Agent 1] intends to openly admit that the error stemmed from them overestimating their own proficiency with a specific tool, hoping to show integrity through this admission. Meanwhile, [Agent 2], facing pressure from stakeholders and doubting the vetting process of the new hire, enters the meeting deeply skeptical. [Agent 2] plans to rigorously question [Agent 1]'s decision-making process to distinguish between an honest mistake and fundamental incompetence."", 'explanation': ""This scenario is set to 'Hard' because it places the agents in an immediate conflict driven by failure and high pressure, hindering the effortless establishment of trust. The power dynamic (New Hire vs. Senior Lead) combined with a recent error raises the stakes for [Agent 1]'s vulnerability, making self-disclosure risky. Simultaneously, [Agent 2]'s skepticism creates a barrier to the shared goal, requiring [Agent 1] to navigate defensive probing to prove their worthiness.""}",gemini,Hard
"{'Abbreviation': 'Entertaining others', 'Full label': '""Amusing, entertaining others""'}",Relationship Building,"Relationship Building is selected as the category because the shared goal of 'Amusing, entertaining others' functions as a social vehicle to establish rapport, reduce interpersonal distance, and foster emotional connection through shared humor.",To establish social dominance and seek admiration by centering the conversation around their own witty anecdotes.,To cultivate intimacy and connection by actively validating the partner's humor through enthusiastic feedback.,"""Amusing, entertaining others""",The Charismatic Raconteur,The Appreciative Listener,"{'scenario_context': ""[Agent 1] and [Agent 2] are seated at a table with influential but visibly bored and critical guests during a high-stakes, formal industry gala. The atmosphere is stiff and silent, creating a high-pressure social vacuum. [Agent 1], attempting to break the tension and assert status, prepares to dominate the conversation with lengthy, self-centered anecdotes intended to be humorous. [Agent 2], aiming to forge a closer bond with [Agent 1] amidst the cold environment, focuses entirely on validating [Agent 1]'s performance with enthusiastic laughter and agreement. The situation is precarious because the audience is unreceptive, meaning [Agent 1]'s aggression in seeking admiration risks social embarrassment, making [Agent 2]'s task of providing credible support significantly more challenging."", 'explanation': ""The scenario is classified as Hard because the environment is hostile to the shared goal of entertaining others. The social risk is high: [Agent 1]'s desire for dominance may be perceived as arrogance by the critical audience, and [Agent 2]'s attempts at intimacy via validation may come across as forced or sycophantic in a silent room, creating tension between their internal goals and external reality.""}",gemini,Hard
"{'Abbreviation': 'Being likeable', 'Full label': '""Being likeable, making friends, drawing others near""'}",Relationship Building,"The shared goal of 'being likeable, making friends, drawing others near' aligns most directly with Relationship Building, as the fundamental intent is to initiate and foster a social bond. To create a dynamic interaction, Agent 1 focuses on finding similarity and validating the other (a common strategy for likability), while Agent 2 focuses on being a good audience (another strategy for likability).",To establish rapport by enthusiastically validating the partner's statements and emphasizing shared similarities.,To demonstrate likability by engaging in active listening and expressing curiosity about the partner's experiences.,"""Being likeable, making friends, drawing others near""",Enthusiastic Peer,Curious Socializer,"{'scenario_context': ""[Agent 1] and [Agent 2] are the final two candidates for a single, career-defining residency position and have been placed together in a small, silent waiting room while the selection committee deliberates. The interviewer explicitly mentioned that the final decision will heavily weigh 'personality' and 'cultural fit,' adding a layer of performative pressure to their interaction. They are physically confined together for an indefinite period knowing that only one will succeed, yet professional norms and the desire to network dictate that they must bridge the awkward silence. The atmosphere is charged with competitive anxiety, creating a high-tension backdrop for their attempt to socialize."", 'explanation': 'The scenario is classified as Hard because the structural context describes a zero-sum game (direct competition for one resource) which creates an inherent conflict of interest. This external pressure directly contradicts the internal shared goal of relationship building. The agents must struggle to perform their specific social roles—enthusiastic validation and active listening—while managing the cognitive dissonance of interacting warmly with a rival who threatens their success, thereby complicating the attribution of genuine intent versus strategic politeness.'}",gemini,Hard
"{'Abbreviation': 'Avoiding stress', 'Full label': '""Avoiding stress""'}",Relationship Maintenance,"The shared goal of 'Avoiding stress' aligns best with Relationship Maintenance, as the agents must manage their interpersonal dynamic to preserve stability. Agent 1 adopts an avoidance strategy to maintain peace, attributing stress to deep emotional engagement, while Agent 2 adopts an attachment strategy, attributing stress relief to external validation. This creates a dynamic where one seeks distance while the other seeks closeness to achieve the same goal.","Minimize emotional intensity by diverting the conversation toward lighthearted, neutral topics whenever tension arises.",Elicit empathy and validation by verbally expressing personal anxieties and soliciting reassurance.,"""Avoiding stress""",Conflict Avoidant Partner,Anxious Confidant,"{'scenario_context': '[Agent 1] and [Agent 2] are sitting together in their living room late at night, having just received an unexpected notification regarding a significant financial debt that creates immediate housing insecurity. The silence in the room is heavy. [Agent 2] is visibly spiraling into panic and seeks to verbally unpack worst-case scenarios to solicit comfort and validation. [Agent 1], perceiving the rising emotional temperature as a direct threat to their composure, is actively looking for ways to bypass the heavy reality of the situation and pivot conversation toward safe, pleasant distractions.', 'explanation': ""The scenario presents a Hard difficulty because the agents possess conflicting coping mechanisms for the same shared goal of 'Avoiding stress.' [Agent 2] attempts to alleviate stress through emotional expression and seeking reassurance (approach), while [Agent 1] attempts to alleviate stress through denial and distraction (avoidance). This fundamental mismatch creates a high-tension dynamic where [Agent 1]'s method of avoiding stress directly invalidates [Agent 2]'s need for support, likely intensifying the very stress they both wish to avoid.""}",gemini,Hard
"{'Abbreviation': 'Being carefree', 'Full label': '""Being lighthearted, carefree, enjoying life""'}",Relationship Building,"The shared goal of being lighthearted and enjoying life centers on fostering positive affect and interpersonal connection, which aligns with Relationship Building. The agents pursue this by adopting complementary approaches to generating a positive atmosphere—one through active energy and humor, the other through passive receptiveness and ease.",To actively stimulate laughter and excitement through high-energy storytelling and playful teasing.,To maintain a relaxed atmosphere by responding with low-pressure conversational fillers and avoiding serious topics.,"""Being lighthearted, carefree, enjoying life""",Playful Instigator,Laid-back Companion,"{'scenario_context': ""[Agent 1] and [Agent 2] are sitting in a cramped airport bar, stranded for several hours due to a flight delay immediately following a grueling and ultimately unsuccessful joint business presentation. Despite the palpable tension and exhaustion hanging over them from the professional failure, they have mutually agreed to 'leave work at the door' and salvage the night by having a good time. [Agent 1] deals with the stress by becoming hyper-social, attempting to force laughter through loud, animated storytelling and poking fun at the chaotic events of the trip. [Agent 2], conversely, attempts to manage the stress by conserving energy, responding only with non-committal nods and changing the subject whenever [Agent 1]'s teasing creates too much stimulation or touches on the reality of their situation."", 'explanation': ""The difficulty is set to 'Hard' because the immediate context (failure and exhaustion) directly opposes the shared goal of being carefree. The tension is heightened by the conflicting coping mechanisms: Agent 1's high-arousal 'forced fun' clashes with Agent 2's low-arousal 'avoidance,' making the attribution of intent difficult—Agent 1 may seem insensitive, while Agent 2 may seem dismissive.""}",gemini,Hard
"{'Abbreviation': 'Being responsible', 'Full label': '""Being responsible, dependable""'}",Relationship Maintenance,"The shared goal of being responsible and dependable falls under Relationship Maintenance, as it focuses on sustaining mutual trust and the functionality of the interpersonal bond. The goals are designed to create dynamic tension: Agent 1 focuses on impression management to project competence (Internal Attribution), while Agent 2 focuses on risk assessment and situational scrutiny (External Attribution).",To consistently use reassuring language and emphasize personal accountability to mitigate doubts about reliability.,To probe for specific details regarding logistics and contingency plans to test the validity of promises.,"""Being responsible, dependable""",Senior Shift Supervisor,Incoming Duty Manager,"{'scenario_context': ""The scene is set in the high-pressure operations room of a logistics distribution center during a chaotic shift changeover following a critical server malfunction. [Agent 1], the Senior Shift Supervisor, is attempting to hand over control of the floor to [Agent 2], the Incoming Duty Manager, amidst a massive backlog of delayed shipments. The atmosphere is thick with tension as the facility's reliability metrics have plummeted during [Agent 1]'s shift. Both agents share the imperative to restore confidence in the department's dependability. However, the dynamic is strained: [Agent 1] is attempting to frame the crisis as manageable through personal dedication and assurances of 'handling it,' while [Agent 2], skeptical of vague promises given the operational failure, demands granular proof of contingency protocols before accepting the transfer of liability."", 'explanation': ""This scenario is classified as 'Hard' because the high-stakes environment and the precedent of failure create a significant barrier to trust. The shared goal of 'Being responsible' is threatened by the immediate crisis. The setup creates a natural friction for attributional processing: [Agent 1] uses impression management (internal attribution of effort) to maintain the relationship, while [Agent 2] forces a distinctive analysis (external verification) to avoid inheriting a disaster, forcing the agents to navigate conflicting methods of establishing reliability.""}",gemini,Hard
"{'Abbreviation': 'Being ambitious', 'Full label': '""Being ambitious, hard-working""'}",Identity Recognition,"The shared goal focuses on the demonstration of specific personality traits (ambition and diligence). Therefore, the social goal category of Identity Recognition is selected, as the agents' interactions will center on establishing and negotiating their self-concepts relative to these traits, allowing for an analysis of dispositional attributions.",Project an image of effortless competence to frame the other agent's visible struggles as a lack of efficiency.,Emphasize the personal sacrifices and high stress involved in their work to frame their persistence as heroic dedication.,"""Being ambitious, hard-working""",Strategic Executive,Overworked Aspirant,"{'scenario_context': ""It is 2:00 AM in a corporate boardroom, mere hours before a high-stakes presentation to the board of directors that serves as a critical milestone for the careers of both [Agent 1] and [Agent 2]. They are conducting a final review of their delivery strategy, sharing a mutual drive to be recognized by the leadership as the ambitious forces behind the project's success. [Agent 1] sits composed and impeccably prepared, reviewing the final slide deck with an air of relaxed confidence, intending to pitch the results as the product of intelligent, high-efficiency systems. Across the table, [Agent 2] is visibly exhausted, disheveled, and surrounded by stacks of corrected drafts and empty coffee cups, aiming to ensure the presentation highlights the grueling hours and obstacle mitigation required to finish. The tension stems from the need to agree on the narrative tone: whether to present the work as a smooth, intellectual triumph or a gritty, labor-intensive conquest."", 'explanation': ""This scenario is classified as 'Hard' because it places the agents in a zero-sum game regarding attributional framing under high stress (a looming deadline). While both want to be seen as hardworking (Identity Recognition), their methods of signaling this trait are contradictory. [Agent 1]'s goal to project 'effortless competence' relies on framing the task as manageable for a skilled individual, which threatens to reinterpret [Agent 2]'s 'heroic struggle' as mere inefficiency or struggling to keep up. Conversely, [Agent 2]'s need to emphasize the difficulty of the task threatens to make [Agent 1]'s calm demeanor look like detachment or lack of contribution.""}",gemini,Hard
"{'Abbreviation': 'Thinking intellectually', 'Full label': '""Being able to think intellectually (handle data, extract ideas, devise hypotheses, analyze, synthesize information)""'}",Cooperation,"The shared goal concentrates on the joint processing, analysis, and synthesis of information. This aligns best with the 'Cooperation' category, as it necessitates a collaborative exchange of cognitive labor to extract ideas and devise hypotheses effectively.",Establish intellectual rigor by systematically challenging the logic and evidence behind every proposed idea.,Foster a generative flow by enthusiastically validating and linking the other agent's concepts to broader possibilities.,"""Being able to think intellectually (handle data, extract ideas, devise hypotheses, analyze, synthesize information)""",Skeptical Senior Analyst,Creative Hypothesis Generator,"{'scenario_context': ""[Agent 1] and [Agent 2] are locked in a secure meeting room with a critical deadline: they have one hour to finalize a strategic intelligence report regarding a confusing, multi-variable market trend that contradicts all previous internal models. The data is fragmentary and ambiguous, requiring high-level intellectual processing to bridge the gaps. [Agent 1], acting as a Skeptical Senior Analyst, is deeply concerned about the risks of false positives and is determined to aggressively audit the logic of every suggestion before it goes on the whiteboard. [Agent 2], acting as a Creative Hypothesis Generator, believes the only way to solve the puzzle is to rapidly brainstorm and weave intuitive connections between disparate data points. The atmosphere is tense; [Agent 1]'s rigorous demand for immediate proof threatens to paralyze the workflow, while [Agent 2]'s speculative leaps strike [Agent 1] as dangerously unfounded, creating a bottleneck where their conflicting cognitive styles make the shared goal of a synthesized, high-intellect solution nearly impossible to achieve."", 'explanation': ""The scenario is classified as Hard because the agents possess conflicting procedural imperatives (rigorous verification vs. expansive ideation) applied to a high-stakes, time-sensitive task. While the shared goal requires cooperation, the individual goals create a polarized dynamic where one agent's success condition (stopping to verify) acts as the other agent's failure condition (stopping limits flow). This structural friction significantly increases the difficulty of achieving the shared goal.""}",gemini,Hard
"{'Abbreviation': 'Feeling meshed', 'Full label': '""Having emotional intimacy, feeling really meshed with another""'}",Relationship Building,"The shared goal of achieving emotional intimacy and feeling 'meshed' fundamentally pertains to the creation and deepening of an interpersonal bond. Therefore, 'Relationship Building' is the most appropriate category. The personal goals act as complementary strategies to achieve this: one agent focuses on creating a safe space for disclosure (facilitating the mesh), while the other focuses on expressing vulnerability to test and verify the depth of that mesh. The roles reflect the dynamic between a stabilizer and a seeker of connection.",To solicit deep self-disclosure from the partner by creating an atmosphere of unconditional acceptance.,To express personal vulnerabilities in order to elicit validation and emotional reassurance.,"""Having emotional intimacy, feeling really meshed with another""",Sympathetic Listener,Vulnerable Confidant,"{'scenario_context': ""[Agent 1] and [Agent 2] are meeting late at night in a private, quiet space after a significant period of emotional estrangement and silence. The tension in the room is palpable, as the future of their relationship hangs in the balance. [Agent 2] has recently experienced a humiliating personal failure that they are desperate to hide due to intense shame, yet they are visibly crumbling under the weight of it. [Agent 1] recognizes that [Agent 2] is suffering and intends to bridge the gap of their recent distance. The situation is fraught with difficulty because [Agent 2]'s instinctive defense mechanism is to withdraw and deflect to avoid judgment, while [Agent 1] must dismantle these fortified walls without triggering a conflict, making the shared goal of intimacy extremely difficult to reach."", 'explanation': ""The scenario is classified as 'Hard' because the starting point of the interaction is one of estrangement and high defensive barriers. While the goals are complementary (one wants to listen, the other needs to share), the context of damaged trust and intense shame creates a high-friction environment. Achieving emotional intimacy requires overcoming the immediate threat of relationship dissolution and deeply ingrained psychological defenses.""}",gemini,Hard
"{'Abbreviation': 'Teaching', 'Full label': '""Developing others (teaching, sharing knowledge)""'}",Information Provision,"The shared goal focuses on the transmission of knowledge and skill development, which aligns directly with 'Information Provision'. The scenario creates a dynamic between an authority figure focused on correction and standards (Agent 1) and a recipient focused on validation and independence (Agent 2). This setup allows for the analysis of attributions related to competence, control, and autonomy.",Assert intellectual authority by meticulously correcting errors and enforcing standards.,Seek validation of personal capability while subtly challenging the necessity of guidance.,"""Developing others (teaching, sharing knowledge)""",Senior Technical Mentor,Ambitious Junior Associate,"{'scenario_context': '[Agent 1] and [Agent 2] are in a closed-door conference room conducting a final, high-stakes review of a complex technical proposal that [Agent 2] has spent weeks developing independently. The deadline for submission to the client is in two hours. While the shared objective is to refine the document for submission, [Agent 2] regards the work as finished and innovative, presenting it primarily to demonstrate readiness for a promotion. Conversely, [Agent 1] approaches the meeting not as a rubber-stamp approval, but as a rigorous audit, armed with a red pen and a determination to enforce strict legacy protocols. [Agent 2] waits for the sign-off to proceed, while [Agent 1] begins to meticulously dismantle the foundational logic of the proposal to illustrate how it deviates from established departmental standards.', 'explanation': ""This scenario is classified as Hard because the interpersonal dynamics create significant friction that obstructs the shared goal of knowledge transfer and document finalization. [Agent 1]'s method of 'developing others' relies on asserting dominance through criticism, which directly threatens [Agent 2]'s self-esteem and desire for autonomy. Simultaneously, [Agent 2]'s resistance to guidance challenges [Agent 1]'s intellectual authority. The imminent deadline applies pressure, amplifying the conflict between [Agent 1]'s need for rigid control and [Agent 2]'s need for professional validation.""}",gemini,Hard
"{'Abbreviation': 'Arts', 'Full label': '""Appreciating the arts""'}",Identity Recognition,"The category 'Identity Recognition' was selected because art appreciation often serves as a proxy for expressing cultural values and personal identity. By assigning conflicting approaches to art—intellectual analysis versus visceral emotion—the scenario creates a rich ground for attributional processes, where agents attribute the other's behavior to pretension or ignorance while seeking validation for their own self-concept.","Elicit admiration for their sophisticated, academic interpretation of the artwork.","Gain validity for their raw, subjective emotional response to the piece.","""Appreciating the arts""",Academic Art Historian,Casual Gallery Visitor,"{'scenario_context': ""[Agent 1] and [Agent 2] are standing before a controversial, highly abstract installation at a prestigious and crowded gallery opening. [Agent 1], adopting the persona of an Academic Art Historian, feels a strong social pressure to verbally dissect the work's theoretical lineage to demonstrate their superior intellect. Beside them, [Agent 2], a casual visitor, is visibly overcome with a raw, tearful emotion they cannot logically explain. The atmosphere is tense; [Agent 1] perceives [Agent 2]'s lack of theoretical vocabulary as a threat to the 'correct' way of appreciating art, while [Agent 2] feels their genuine emotional experience is being actively invalidated by [Agent 1]'s cold, jargon-heavy analysis."", 'explanation': ""This scenario is rated 'Hard' because the agents' criteria for successful identity recognition are in direct conflict. For [Agent 1] to receive admiration for their expertise, they must critique the art intellectually, which implicitly dismisses the validity of [Agent 2]'s raw emotion. Conversely, for [Agent 2] to feel validated, [Agent 1] would need to suspend their critical analysis, which compromises their identity as an expert. The shared goal of 'appreciating the art' acts as a battleground rather than a unifying point.""}",gemini,Hard
"{'Abbreviation': 'Knowing many others', 'Full label': '""Knowing and being on familiar terms with many others""'}",Relationship Building," The shared goal describes the act of expanding one's social network and deepening familiarity, which maps directly to Relationship Building. To explore attribution theory, the agents act with contrasting dispositional strategies: Agent 1 seeks to build relationships through the display of status and competence (impressing), while Agent 2 seeks to build relationships through warmth and similarity (connecting). This setup allows for the analysis of how self-promotion versus validation impacts social attribution.",Dominate the social dynamic by showcasing personal influence and extensive connections,Establish rapport by actively validating the other person's views and emphasizing shared values,"""Knowing and being on familiar terms with many others""",Charismatic Social Influencer,Empathetic Community Liaison,"{'scenario_context': ""[Agent 1] and [Agent 2] are co-hosting a VIP mixer at a high-pressure industry conference, tasked with rapidly expanding their organization's professional network by securing commitments from a group of skeptical, elite stakeholders. The atmosphere is competitive and fast-paced. [Agent 1] aggressively attempts to steer the interaction to center on their own prestige, high-profile connections, and social dominance, frequently interrupting others to control the narrative. Simultaneously, [Agent 2] attempts to slow the pace to cultivate genuine rapport through active listening and validating the stakeholders' concerns. The dynamic is fraught with tension as [Agent 1]'s grandstanding directly interferes with the intimate connection [Agent 2] is trying to forge, creating a power struggle over how to best win over the room."", 'explanation': ""The scenario is classified as Hard because the agents' methods for achieving the shared goal (relationship building) are diametrically opposed. Agent 1's need to dominate the social sphere undermines Agent 2's attempt at empathetic validation, creating internal conflict that threatens their ability to present a unified front to the stakeholders.""}",gemini,Hard
"{'Abbreviation': 'Close children', 'Full label': '""Being close to my children""'}",Relationship Maintenance,"The shared goal 'Being close to my children' aligns most closely with the social goal category 'Relationship Maintenance', as it involves sustaining and nurturing an existing familial bond. The personal goals for each agent should reflect distinct motivations within this context, focusing on social behaviors that can be inferred from dialogue. The roles assigned should logically fit the interpersonal scenario of parent-child relationships.",To ensure my children feel emotionally supported and understood.,To seek reassurance and validation from my parent.,"""Being close to my children""",Supportive parent,Seeking child,"{'scenario_context': ""[Agent 1], a supportive parent, and [Agent 2], their adult child, are having a late-night conversation in the dimly lit living room after [Agent 2] returns home visibly upset from a social gathering. Both share the goal of maintaining closeness, but tensions are high: [Agent 1] struggles to balance emotional support with respecting [Agent 2]'s independence, while [Agent 2] craves validation but resents perceived infantilization. The unspoken history of [Agent 1]'s past overprotectiveness and [Agent 2]'s recent failures to meet familial expectations hangs heavily in the air."", 'explanation': ""This setup creates a psychologically complex scenario where the shared goal of relationship maintenance is challenged by conflicting personal goals (autonomy vs. reassurance) and emotional baggage. The 'Hard' difficulty emerges from the bidirectional attribution traps - [Agent 1] may interpret [Agent 2]'s withdrawal as ingratitude, while [Agent 2] might see [Agent 1]'s concern as control. The late-night timing and intimate setting amplify emotional vulnerability while reducing cognitive resources for conflict resolution.""}",deepseek,Hard
"{'Abbreviation': 'Feeling safe', 'Full label': '""Feeling safe and secure""'}",Relationship Building,"The shared goal of 'Feeling safe and secure' aligns most closely with the 'Relationship Building' category, as it involves establishing trust and mutual understanding between agents to foster a sense of safety. The personal goals are designed to reflect distinct social intentions that contribute to this shared goal, with one agent focusing on emotional reassurance and the other on practical support. The roles are chosen to complement these goals and the social context.",Provide emotional reassurance to the other agent to foster a sense of safety.,Offer practical solutions or support to address perceived threats to safety.,"""Feeling safe and secure""",Emotional Supporter,Practical Helper,"{'scenario_context': '[Agent 1] and [Agent 2] are neighbors in an apartment building that has recently experienced a series of unsettling security breaches, including a break-in and suspicious loitering. Both agents feel uneasy and want to restore a sense of safety in their shared living environment. [Agent 1], who is more emotionally attuned, seeks to comfort [Agent 2] by validating their fears and emphasizing mutual support. [Agent 2], however, is focused on actionable steps like installing security cameras or organizing a neighborhood watch, prioritizing practical measures over emotional reassurance. The tension arises from their differing approaches to achieving the same goal: one through emotional connection, the other through tangible solutions.', 'explanation': ""This scenario is designed to be 'Hard' due to the inherent tension between emotional and practical coping strategies. Both agents share the goal of feeling safe but differ in how to achieve it, creating a challenge in aligning their approaches. The situation is psychologically grounded in attribution theory, as each agent may interpret the other's behavior through their own lens (e.g., [Agent 1] seeing [Agent 2] as dismissive, [Agent 2] seeing [Agent 1] as unproductive). The realism stems from common post-crisis dynamics where people often clash over 'how' to address shared concerns.""}",deepseek,Hard
"{'Abbreviation': 'Erotic relationship', 'Full label': '""Having an erotic relationship""'}",Relationship Building,"The shared goal 'Having an erotic relationship' aligns most closely with the 'Relationship Building' category, as it involves forming a deep, intimate connection between two individuals. The personal goals are designed to reflect distinct social intentions that contribute to this shared goal, while the roles provide context for how each agent approaches the interaction.",To establish emotional intimacy through vulnerability and shared experiences.,To explore physical attraction while maintaining a sense of mystery and allure.,"""Having an erotic relationship""",Emotional Connector,Mysterious Charmer,"{'scenario_context': 'Agent 1 and Agent 2 meet at an intimate, dimly lit lounge known for fostering deep conversations and romantic connections. Both are drawn to each other’s presence—Agent 1 seeks emotional depth and shared vulnerability, while Agent 2 exudes a magnetic yet enigmatic energy, prioritizing physical chemistry and playful intrigue. The tension arises as Agent 1 attempts to steer interactions toward heartfelt disclosure, while Agent 2 dodges emotional transparency, using humor and subtle physical cues to maintain allure. Their shared goal of an erotic relationship hangs in the balance, complicated by their conflicting approaches to intimacy.', 'explanation': ""The scenario is designed to create psychological tension by juxtaposing Agent 1’s desire for emotional intimacy with Agent 2’s preference for physical attraction and mystery. The setting (an intimate lounge) facilitates both goals but heightens the difficulty due to the inherent clash in strategies—vulnerability vs. allure. This 'Hard' difficulty stems from the agents’ opposing methods to achieve the shared goal, requiring nuanced negotiation of social and emotional cues.""}",deepseek,Hard
"{'Abbreviation': 'Freedom of choice', 'Full label': '""Having freedom of choice""'}",Identity Recognition,"The shared goal 'Having freedom of choice' aligns most closely with the social goal category 'Identity Recognition', as it involves acknowledging and respecting individual autonomy and perspectives. Agent 1's personal goal focuses on asserting their own choices, while Agent 2's goal revolves around validating the other's autonomy. The roles 'Assertive Individual' and 'Supportive Validator' reflect these intentions and create a dynamic where both agents navigate the tension between self-expression and mutual respect.",Assert personal preferences without overtly dismissing the other's perspective.,Encourage the other's expression of choice while subtly reinforcing mutual respect.,"""Having freedom of choice""",Assertive Individual,Supportive Validator,"{'scenario_context': '[Agent 1] and [Agent 2] are colleagues collaborating on a high-stakes project with a tight deadline. Both value autonomy in decision-making, but their approaches clash: [Agent 1] prefers to take the lead and make unilateral choices to expedite progress, while [Agent 2] believes in collective input to ensure mutual respect and inclusivity. Tensions arise when [Agent 1] proposes a decisive direction without consulting [Agent 2], who feels sidelined but hesitates to voice dissent outright. The shared goal of maintaining freedom of choice is strained by [Agent 1]’s assertiveness and [Agent 2]’s desire to validate both perspectives without undermining efficiency.', 'explanation': ""This scenario creates a hard difficulty level by introducing tension between autonomy and collaboration. [Agent 1]’s goal of asserting preferences without overt dismissal conflicts with [Agent 2]’s goal of encouraging choice while reinforcing mutual respect. The high-pressure context exacerbates these competing priorities, making the shared goal of 'freedom of choice' challenging to achieve. The dynamic reflects real-world workplace conflicts where personality traits (assertiveness vs. supportiveness) and situational stressors (deadlines) interact to shape behavior.""}",deepseek,Hard
"{'Abbreviation': 'Looking fit', 'Full label': '""Looking physically fit""'}",Relationship Maintenance,"The shared goal 'Looking physically fit' aligns best with the social goal category 'Relationship Maintenance' as it involves maintaining a positive self-image and mutual encouragement in a social context. The personal goals are designed to reflect distinct social intentions: one agent seeks validation to boost self-esteem, while the other aims to provide constructive feedback to foster improvement. The roles 'Fitness Buddy' and 'Wellness Coach' logically fit the context of pursuing physical fitness and maintaining a supportive relationship.",Seek validation from the other agent to reinforce their self-esteem regarding their physical appearance.,Provide constructive feedback to the other agent to encourage their fitness progress without undermining their confidence.,"""Looking physically fit""",Fitness Buddy,Wellness Coach,"{'scenario_context': ""Agent 1 and Agent 2 are at a local gym, wrapping up a joint workout session. Agent 1, who has been working hard to improve their physique, is visibly eager for reassurance about their progress. Agent 2, a wellness coach, recognizes Agent 1's need for validation but also wants to ensure they provide honest, constructive feedback to help Agent 1 stay on track with their fitness goals. The tension arises as Agent 1 seeks praise to boost their self-esteem, while Agent 2 balances encouragement with realistic advice, knowing that overly positive feedback might hinder Agent 1's long-term progress."", 'explanation': ""The scenario is designed to create psychological tension by juxtaposing Agent 1's need for validation with Agent 2's goal of providing constructive feedback. The shared goal of 'looking physically fit' is complicated by their differing individual motivations, making it difficult to achieve both personal and mutual objectives without conflict or emotional strain. The gym setting reinforces the focus on physical appearance and fitness, heightening the stakes for both agents.""}",deepseek,Hard
