scenario_idx,scenario,replicate_id,subcategory,difficulty,slot_id,agent_a_id,agent_b_id,agent_a_name,agent_b_name,pair_L1,pair_L1_bin
1,"{'scenario_context': ""The setting is a high-profile investigation into allegations of corporate misconduct that has caused significant harm to employees and local communities. [Agent 1], an investigator, has uncovered preliminary evidence suggesting systemic wrongdoing but faces resistance due to powerful interests involved. Their personal goal is to uncover the truth behind the injustice, even if it means confronting influential figures. [Agent 2], an advocate representing affected stakeholders, is deeply concerned about ensuring fair treatment for all parties involved but must balance legal constraints and potential retaliation against their clients. Both agents share the goal of seeking justice, but tensions arise due to [Agent 1]'s relentless pursuit of evidence conflicting with [Agent 2]'s cautious approach to protect vulnerable parties."", 'explanation': ""The scenario incorporates high stakes (systemic harm), conflicting pressures (corporate resistance vs. victim protection), and complex ethical trade-offs (truth vs. safety), making it 'Hard' difficulty.""}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S001_R02,5635,18737,Clementine Kruczynski,Fallon Carrington,1.0,Similar
10,"{'scenario_context': 'Late Wednesday afternoon, two hours before sprint planning and a director-level KPI review, [Agent 1] and [Agent 2] meet in a glass-walled conference room at headquarters. The team is in a crunch: a critical client escalation landed this week, a senior engineer is on parental leave for another month, two new hires are still ramping, and a hiring freeze prevents bringing in contractors. The corporate OKR for the quarter emphasizes stable throughput, and bonuses are tied to keeping velocity on target. \n\n[Agent 1], the overburdened team member, has compiled a dossier: timesheets showing repeated 55–60 hour weeks, a breakdown of unplanned incident work disproportionately routed to them, code review metrics, and calendar evidence of being pulled into cross-team meetings. They have filed a formal “workload fairness” concern with HR, which requires a written remediation plan and a scheduled follow-up if the concern is substantiated. They want explicit acknowledgment from [Agent 2] that their load has been unfair, a written redistribution plan that brings their weekly tasks within ±10% of the team average starting next cycle, and a follow-up meeting in two weeks.\n\n[Agent 2], the team lead and work allocator, is under pressure to keep output steady through the review. They have drafted a preliminary framework of allocation criteria—skill and specialization, current project load, on-call/incident rotation, availability, and ramp level—and want [Agent 1] to verbally agree these criteria are fair. Using those criteria, [Agent 2] aims to produce a plan that keeps total throughput stable and ensures no teammate’s load exceeds ±10% of the average.\n\nComplicating factors: the team historically routes the most complex bugs to [Agent 1] due to unique domain expertise; JIRA data show apparently even story assignments, but unplanned incidents and code reviews aren’t fully captured; a previous attempt to rebalance tasks led to a missed SLA and a reprimand from leadership; other teammates have quietly resisted extra on-call shifts; and performance reviews next month will weigh individual velocity. Both parties know that any redistribution may reduce short-term throughput and could trigger pushback from peers.', 'explanation': 'The setting creates high tension: imminent KPI review, personnel shortages, and a hiring freeze constrain options, while ambiguous workload data and cultural norms (routing hard tasks to the most reliable person) fuel disagreement about causes and solutions. The shared goal is seeking fairness in workload. [Agent 1] seeks explicit acknowledgment of unfairness, a written redistribution within ±10% of the average starting next cycle, and a scheduled follow-up. [Agent 2] seeks explicit agreement on transparent fairness criteria and a plan that applies them without degrading throughput, also enforcing the ±10% band across the team. The difficulty arises from conflicting incentives (fairness vs. throughput/bonuses), contested evidence (JIRA vs. untracked work), specialized skills concentrating tasks on [Agent 1], and anticipated peer resistance. This context primes attribution tensions: [Agent 1] may attribute overload to situational factors (routing and policy gaps), while [Agent 2] may see dispositional factors (expertise, reliability, perfectionism) as drivers, making consensus hard.'}",7,Conflict Resolution,Hard,Hard_ConflictResolution_S010_R07,77104,2304,Love Quinn,Joe Biden,1.25,Medium
0,"{'scenario_context': 'Two colleagues, [Agent 1] and [Agent 2], are part of a grassroots organization advocating for environmental conservation. They have been tasked with developing a strategy to oppose a new industrial project threatening a local ecosystem. [Agent 1], an Advocate, believes in direct, confrontational tactics such as protests and legal challenges to halt the project forcefully. [Agent 2], a Mediator, prefers collaborative negotiations with stakeholders to find sustainable compromises without escalating tensions. Both are deeply committed to protecting the environment but clash over the best approach.', 'explanation': ""A high-tension scenario is crafted where ideological alignment exists (environmental conservation), but methods diverge sharply. Conflicts arise from differing core values—[Agent 1] prioritizes urgency/moral purity, while [Agent 2] values pragmatism/long-term harmony. The 'Hard' difficulty stems from balancing idealism with feasibility, demanding nuanced persuasion.""}",7,Conflict Resolution,Hard,Hard_ConflictResolution_S000_R07,8797,5635,Gretchen Wieners,Clementine Kruczynski,2.25,Different
11,"{'scenario_context': 'Setting: Monday 8:30 a.m., a glass-walled conference room, 30 minutes before a formal incident review with engineering leadership and Compliance. The meeting is private, but notes will be attached to the corrective action plan due by end of day for an ongoing SOC 2 surveillance audit.\n\nTriggering event: Late Friday, [Agent 1] (Team Lead under deadline pressure) bypassed mandatory peer review to merge a hotfix for a Fortune 100 client’s go-live. The hotfix prevented a contractual breach but introduced a minor production regression and a security scanner alert that was caught and rolled back Saturday. A screenshot of a chat message and the Git history clearly shows the bypass. This is the second time in a quarter that [Agent 1] has merged without review under time pressure.\n\nPolicy ambiguity and pressure: The written policy prohibits unreviewed merges, but the “Emergency Change” playbook is vague about after-hours peer availability and escalation authority. On-call coverage was thin due to a teammate’s unexpected leave and time-zone gaps. Leadership had issued aggressive delivery targets and flagged the client as at risk of churn if the fix slipped.\n\nShared deliverable for this meeting: A unified corrective action plan they will present at 9:00 a.m. that upholds the company’s ethical standard while enabling urgent fixes. The plan must include specific safeguards that begin this week and a clear personal commitment from [Agent 1] addressing future merges.\n\nConflicting personal aims: [Agent 1] seeks explicit acknowledgment from [Agent 2] that deadline pressure and ambiguous guidance contributed to the choice, and alignment on at least two concrete safeguards starting this week. [Agent 2] (Peer Ethics Champion/Compliance Advocate) seeks a clear admission that a policy violation occurred, an unqualified apology, and a time-bound corrective commitment (e.g., no merges without peer review for the next four weeks).\n\nConstraints and stakes: Failure to align will trigger a formal compliance finding, mandatory training, and a temporary merge freeze for the team. Success requires reconciling urgency with policy, under time pressure and power asymmetry (lead vs. norm enforcer).', 'explanation': 'This setup creates high difficulty by combining strong situational pressures (client threat, time-zone gaps, ambiguous emergency guidance, audit deadline) with clear norm violations and repeat behavior, forcing a clash between situational attribution ([Agent 1]) and dispositional accountability ([Agent 2]). The shared goal—being ethical—competes with delivery imperatives and reputational risk. The agents must co-produce a corrective plan within a tight window, while pursuing divergent personal goals: acknowledgment of situational factors and immediate safeguards versus admission, apology, and a strict time-bound commitment. The power asymmetry, documented evidence of the bypass, and the looming audit increase tension and make agreement challenging yet possible.'}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S011_R02,14751,14746,Jair Bolsonaro,James Cook,0.5,Similar
5,"{'scenario_context': '[Agent 1] and [Agent 2] are colleagues who recently collaborated on a high-stakes project that ultimately failed due to miscommunication. Both blame themselves privately but fear the other holds them responsible. They meet informally in the office break room, where the ambiance is tense but neutral. Neither wants to openly address the failure, yet both feel unresolved guilt and worry about lingering resentment. [Agent 1], advocating for reconciliation, hopes to subtly clarify their perspective without escalating tension, while [Agent 2], aiming to appear empathetic but avoid blame, seeks to steer the conversation toward vague affirmations of shared responsibility.', 'explanation': 'The scenario sets up a conflict-resolution context where both agents share guilt but have divergent strategies to cope with it. The neutral setting (break room) avoids forcing confrontation while enabling plausible interaction. Hard difficulty arises from the fragility of the interaction—both agents want to resolve guilt but fear triggering blame, making acknowledgment of perspectives risky.'}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S005_R02,13,9240,Dwight K. Schrute,"Christine ""Lady Bird"" McPherson",1.75,Medium
12,"{'scenario_context': ""A 45-minute video session is scheduled during [Agent 1]'s compressed lunch break in a small glass meeting room at their office, 24 hours before a high-stakes client presentation and a quarterly performance review. [Agent 1], a self-critical perfectionist senior analyst, is physically exhausted after staying up until 3 a.m. revising slides and is juggling competing demands: a parent’s medical appointment coordination, a partner upset about a canceled dinner, and a coworker’s late-night code change that broke a dashboard and triggered public Slack pings from their manager. The Wi‑Fi is spotty, notifications keep popping up, and the meeting room is booked immediately after, creating hard time boundaries. [Agent 1] arrives wired on caffeine, tense, and focused on personal fault-finding, reporting low inner harmony and a belief that the problem is a fixed flaw rather than circumstances. They feel torn between an internal drive to be perfect and a need for rest and connection, fearing that reframing will sound like excuse-making. [Agent 2], an attribution-focused coach/mediator, enters with the mandate to help [Agent 1] move toward inner harmony and freedom from inner conflict in one session. The session must surface and name the two internal parts and their needs, identify at least three concrete situational triggers (e.g., last-minute scope changes, public corrections via Slack, family-care interruptions, sleep deprivation, unclear feedback like “be more strategic”), reframe at least two self-blaming statements into situationally nuanced explanations, and co-design one evidence-based SMART daily micro-practice for the next 7 days. The shared goal is to improve [Agent 1]’s sense of inner harmony; individually, [Agent 1] must select and commit to an action plan and report a meaningful (≥2-point) calmness increase by session end, while [Agent 2] must facilitate these outcomes using reflective listening, Socratic questioning, and brief skills training under tight time, high stakes, and [Agent 1]’s skepticism about reframing and micro-practices."", 'explanation': 'This setup creates high difficulty through multiple concurrent stressors (sleep loss, public scrutiny, conflicting personal obligations), a rigid self-blaming attribution style, environmental interruptions, and strict time pressure before a critical evaluation. The shared goal (inner harmony) is explicit, while each agent’s personal objectives align with but challenge that goal: [Agent 1] must identify parts, triggers, reframes, a SMART daily practice, and report a ≥2-point calmness increase; [Agent 2] must elicit, guide, summarize, and secure commitment under resistance. The context naturally affords situational triggers and opportunities for dispositional-to-situational attribution shifts, while maintaining tension that makes success non-trivial.'}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S012_R02,12063,2862,Neil Perry,Hannibal Lecter,2.25,Different
8,"{'scenario_context': '[Agent 1], acting as a Mediator, and [Agent 2], the Concerned Party, are coworkers collaborating on a high-stakes project nearing its deadline. A major disagreement has arisen regarding the prioritization of tasks—where [Agent 2] feels their contributions are being overlooked, and [Agent 1] must navigate conflicting team dynamics to prevent delays. The office environment is tense due to recent miscommunications, and both agents are aware that unresolved conflict could derail progress and increase stress for everyone involved. Their shared goal is avoiding stress by constructively resolving the issue, yet [Agent 1] seeks to de-escalate by balancing compromise with authority, while [Agent 2] wants their concerns acknowledged without being perceived as disruptive.', 'explanation': 'The scenario introduces inherent tension (Hard difficulty) via time pressure, perceived inequity, and mismatched communication styles. The workplace setting amplifies stakes (career repercussions), while the Mediator’s dual role—facilitating resolution while maintaining team cohesion—creates role conflict. [Agent 2]’s need for validation clashes with [Agent 1]’s procedural focus, making mutual goals fragile.'}",1,Conflict Resolution,Hard,Hard_ConflictResolution_S008_R01,6818,18737,Tyler Durden,Fallon Carrington,1.0,Similar
13,"{'scenario_context': ""Setting: A mid-sized tech company, one week after a high-stakes client demo. In the demo, [Agent 1] presented [Agent 2]'s analytics work as their own and implied that delays were due to [Agent 2], which helped [Agent 1] look decisive but harmed [Agent 2]'s reputation. As a result, [Agent 2] lost eligibility for a quarterly bonus and was removed from a leadership rotation shortlist. Their manager and the promotion committee meet in 24 hours to finalize decisions, and a public-facing debrief with the client is scheduled in two days. HR has informally advised [Agent 1] to avoid making explicit admissions of fault to reduce legal exposure and reputational risk; leadership has sent a Slack message urging aligned messaging. \n\nContext for the conversation: [Agent 1] requested a private, 30-minute meeting in a small conference room to apologize and try to repair the damage before the promotion meeting. [Agent 1] feels strong guilt and wants explicit forgiveness but is torn between HR guidance and the need to own the behavior. [Agent 2] is angry and hurt, and worries that being too harsh could brand them as difficult and cause guilt later, yet they also fear feeling guilty for being too accommodating if they accept a vague apology with no concrete repair. \n\nExternal pressures: The promotion committee locks decisions by end of day tomorrow; the client debrief agenda is already circulated. Any public correction will be visible to senior leaders and the client, potentially embarrassing [Agent 1] and drawing scrutiny. Any lack of correction may cement the current narrative and permanently affect [Agent 2]'s advancement. \n\nWhat is at stake: Both agents want to avoid ongoing guilt. [Agent 1] aims to reduce guilt by clearly naming the behavior and impact, avoiding excuses, and proposing specific repair steps with timelines that [Agent 2] explicitly accepts. [Agent 2] aims to avoid guilt about being too harsh or too accommodating by obtaining a clear admission of responsibility, at least one concrete repair step with a deadline, and by stating a boundary for future collaborations, after which they will either grant conditional forgiveness now or specify conditions and a timeline for when they will forgive. The room is booked back-to-back, so they must reach a plan quickly that balances honesty, reputational risk, and concrete repair."", 'explanation': 'This scenario creates high difficulty by combining moral pressure, organizational risk, and time constraints: [Agent 1] must own harm despite HR advice against explicit admissions, while [Agent 2] must calibrate firmness to avoid future guilt about being too harsh or too accommodating. Shared and individual goals intertwine around avoiding guilt via a responsibility-taking apology, a concrete repair plan with deadlines, stated boundaries, and a clear conclusion about forgiveness. External deadlines (promotion decision and client debrief), public visibility, and conflicting incentives heighten tension and make agreement challenging.'}",7,Conflict Resolution,Hard,Hard_ConflictResolution_S013_R07,535,40440,Walter White,Jules Vaughn,1.75,Medium
7,"{'scenario_context': 'In a tense workplace dispute involving limited budget allocations for two competing departments, [Agent 1], acting as a neutral Mediator, must facilitate a discussion between the departments’ representatives. The shared goal is to seek fairness in distributing the budget, but tensions are high due to past grievances and mistrust. Meanwhile, [Agent 2], serving as an Advocate for one of the departments, struggles to balance their personal goal of securing a favorable share for their team while acknowledging broader fairness considerations amid accusations of favoritism and unequal past distributions.', 'explanation': 'This scenario presents a hard conflict resolution setting where achieving fairness is complicated by entrenched biases and defensive posturing. The Mediator must navigate conflicting interpretations of fairness while the Advocate attempts to reconcile their advocacy role with systemic fairness—heightening attributional tensions.'}",6,Conflict Resolution,Hard,Hard_ConflictResolution_S007_R06,672,1667,Skyler White,Elliot Alderson,2.5,Different
6,"{'scenario_context': ""[Agent 1] and [Agent 2] are roommates sharing a small apartment. Recently, [Agent 2] has been hosting late-night gatherings despite [Agent 1]'s requests for quiet evenings due to work-related stress. One evening, [Agent 1] overhears [Agent 2] planning another gathering for the upcoming weekend. Their shared goal is to maintain a peaceful living environment ('Protecting my well-being, avoiding pain'), but their individual goals clash—[Agent 1] seeks to minimize emotional stress by avoiding direct confrontation and prioritizing harmony, while [Agent 2] wants to firmly assert personal boundaries to prevent future discomfort by continuing their social activities."", 'explanation': ""This scenario creates tension by placing the agents in a confined living situation with competing personal goals. The shared goal of maintaining peace is threatened by [Agent 2]'s social needs and [Agent 1]'s avoidance of conflict, making resolution hard due to the high-stakes emotional dynamics.""}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S006_R02,13,11,Dwight K. Schrute,Monica Geller,0.5,Similar
7,"{'scenario_context': 'In a tense workplace dispute involving limited budget allocations for two competing departments, [Agent 1], acting as a neutral Mediator, must facilitate a discussion between the departments’ representatives. The shared goal is to seek fairness in distributing the budget, but tensions are high due to past grievances and mistrust. Meanwhile, [Agent 2], serving as an Advocate for one of the departments, struggles to balance their personal goal of securing a favorable share for their team while acknowledging broader fairness considerations amid accusations of favoritism and unequal past distributions.', 'explanation': 'This scenario presents a hard conflict resolution setting where achieving fairness is complicated by entrenched biases and defensive posturing. The Mediator must navigate conflicting interpretations of fairness while the Advocate attempts to reconcile their advocacy role with systemic fairness—heightening attributional tensions.'}",2,Conflict Resolution,Hard,Hard_ConflictResolution_S007_R02,12,1713,Michael Scott,Joe Rogan,2.0,Medium
9,"{'scenario_context': 'It\'s Tuesday at 5:15 PM in a small, older two-bedroom apartment with thin walls. [Agent 1] (a boundary-setting roommate seeking predictable quiet) has an early healthcare shift at 6:00 AM and is still sleep-deprived from last night\'s unplanned post-open-mic drop-in, when [Agent 2]\'s friends stayed and talked until after 11:30 PM. This morning, building management emailed a warning that another noise complaint could trigger a fine and possible lease review. The lease mentions ""recommended"" quiet hours (10:00 PM–7:00 AM) but has vague enforcement language, which each roommate interprets differently. [Agent 1] has printed a draft roommate agreement and wants to lock down explicit verbal commitments on weeknight quiet hours, no weeknight gatherings, 48-hour notice for weekend guests, and a brief acknowledgment that the late-night noise disrupted their sleep. [Agent 2] (a sociable roommate negotiating accommodations) has already created a shared Google Calendar that [Agent 1] hasn\'t accepted, wants guaranteed practice time for music on weekdays from 5:00–7:00 PM, permission to host friends on Fridays until 11:00 PM with 48-hour notice, and a verbal assurance that these arrangements are acceptable. There\'s time pressure: [Agent 2] plans to practice at 5:30 PM for a high-stakes audition next week since the campus studios are fully booked, and [Agent 1] needs to wind down for bed by 9:30 PM for tomorrow\'s shift. A Friday hangout (8:00–11:00 PM) is tentatively planned and guests are expecting confirmation tonight; a friend may also stay over Saturday, which would meet the 48-hour threshold if agreed now. A neighbor has hinted at escalating complaints if noise continues. Past missteps fuel tension: [Agent 1] previously left sharp sticky notes instead of talking, which [Agent 2] read as controlling; [Agent 2] sometimes uses rubber practice mutes but inconsistently, which [Agent 1] reads as indifference. They meet at the kitchen table for a focused 25-minute discussion to ""clear the air"" before [Agent 2] needs to leave for rehearsal. Both want peace of mind but differ on what feels fair and feasible under the lease and social expectations.', 'explanation': 'This setup creates a high-stakes, time-pressured negotiation in which the shared goal (peace of mind) conflicts with each agent’s concrete aims. [Agent 1] seeks explicit verbal commitments to weeknight quiet hours, no weeknight gatherings, and 48-hour notice for weekend guests, plus acknowledgment of last night’s disruption. [Agent 2] seeks protected 5–7 PM weekday music practice, Friday hosting until 11 PM with 48-hour notice, and adoption of a shared calendar, plus assurance these terms are acceptable. Tension is amplified by a fresh noise warning from building management, imminent events (a planned Friday hangout and an audition), vague lease language, thin walls, and prior misattributions (rigidity vs. disregard). These elements make agreement difficult while keeping both goals plausible within the same living context.'}",4,Conflict Resolution,Hard,Hard_ConflictResolution_S009_R04,2304,2862,Joe Biden,Hannibal Lecter,2.25,Different
6,"{'scenario_context': ""[Agent 1] and [Agent 2] are roommates sharing a small apartment. Recently, [Agent 2] has been hosting late-night gatherings despite [Agent 1]'s requests for quiet evenings due to work-related stress. One evening, [Agent 1] overhears [Agent 2] planning another gathering for the upcoming weekend. Their shared goal is to maintain a peaceful living environment ('Protecting my well-being, avoiding pain'), but their individual goals clash—[Agent 1] seeks to minimize emotional stress by avoiding direct confrontation and prioritizing harmony, while [Agent 2] wants to firmly assert personal boundaries to prevent future discomfort by continuing their social activities."", 'explanation': ""This scenario creates tension by placing the agents in a confined living situation with competing personal goals. The shared goal of maintaining peace is threatened by [Agent 2]'s social needs and [Agent 1]'s avoidance of conflict, making resolution hard due to the high-stakes emotional dynamics.""}",5,Conflict Resolution,Hard,Hard_ConflictResolution_S006_R05,40440,12063,Jules Vaughn,Neil Perry,1.0,Similar
9,"{'scenario_context': 'It\'s Tuesday at 5:15 PM in a small, older two-bedroom apartment with thin walls. [Agent 1] (a boundary-setting roommate seeking predictable quiet) has an early healthcare shift at 6:00 AM and is still sleep-deprived from last night\'s unplanned post-open-mic drop-in, when [Agent 2]\'s friends stayed and talked until after 11:30 PM. This morning, building management emailed a warning that another noise complaint could trigger a fine and possible lease review. The lease mentions ""recommended"" quiet hours (10:00 PM–7:00 AM) but has vague enforcement language, which each roommate interprets differently. [Agent 1] has printed a draft roommate agreement and wants to lock down explicit verbal commitments on weeknight quiet hours, no weeknight gatherings, 48-hour notice for weekend guests, and a brief acknowledgment that the late-night noise disrupted their sleep. [Agent 2] (a sociable roommate negotiating accommodations) has already created a shared Google Calendar that [Agent 1] hasn\'t accepted, wants guaranteed practice time for music on weekdays from 5:00–7:00 PM, permission to host friends on Fridays until 11:00 PM with 48-hour notice, and a verbal assurance that these arrangements are acceptable. There\'s time pressure: [Agent 2] plans to practice at 5:30 PM for a high-stakes audition next week since the campus studios are fully booked, and [Agent 1] needs to wind down for bed by 9:30 PM for tomorrow\'s shift. A Friday hangout (8:00–11:00 PM) is tentatively planned and guests are expecting confirmation tonight; a friend may also stay over Saturday, which would meet the 48-hour threshold if agreed now. A neighbor has hinted at escalating complaints if noise continues. Past missteps fuel tension: [Agent 1] previously left sharp sticky notes instead of talking, which [Agent 2] read as controlling; [Agent 2] sometimes uses rubber practice mutes but inconsistently, which [Agent 1] reads as indifference. They meet at the kitchen table for a focused 25-minute discussion to ""clear the air"" before [Agent 2] needs to leave for rehearsal. Both want peace of mind but differ on what feels fair and feasible under the lease and social expectations.', 'explanation': 'This setup creates a high-stakes, time-pressured negotiation in which the shared goal (peace of mind) conflicts with each agent’s concrete aims. [Agent 1] seeks explicit verbal commitments to weeknight quiet hours, no weeknight gatherings, and 48-hour notice for weekend guests, plus acknowledgment of last night’s disruption. [Agent 2] seeks protected 5–7 PM weekday music practice, Friday hosting until 11 PM with 48-hour notice, and adoption of a shared calendar, plus assurance these terms are acceptable. Tension is amplified by a fresh noise warning from building management, imminent events (a planned Friday hangout and an audition), vague lease language, thin walls, and prior misattributions (rigidity vs. disregard). These elements make agreement difficult while keeping both goals plausible within the same living context.'}",5,Conflict Resolution,Hard,Hard_ConflictResolution_S009_R05,8797,9240,Gretchen Wieners,"Christine ""Lady Bird"" McPherson",2.0,Medium
8,"{'scenario_context': '[Agent 1], acting as a Mediator, and [Agent 2], the Concerned Party, are coworkers collaborating on a high-stakes project nearing its deadline. A major disagreement has arisen regarding the prioritization of tasks—where [Agent 2] feels their contributions are being overlooked, and [Agent 1] must navigate conflicting team dynamics to prevent delays. The office environment is tense due to recent miscommunications, and both agents are aware that unresolved conflict could derail progress and increase stress for everyone involved. Their shared goal is avoiding stress by constructively resolving the issue, yet [Agent 1] seeks to de-escalate by balancing compromise with authority, while [Agent 2] wants their concerns acknowledged without being perceived as disruptive.', 'explanation': 'The scenario introduces inherent tension (Hard difficulty) via time pressure, perceived inequity, and mismatched communication styles. The workplace setting amplifies stakes (career repercussions), while the Mediator’s dual role—facilitating resolution while maintaining team cohesion—creates role conflict. [Agent 2]’s need for validation clashes with [Agent 1]’s procedural focus, making mutual goals fragile.'}",6,Conflict Resolution,Hard,Hard_ConflictResolution_S008_R06,77104,2862,Love Quinn,Hannibal Lecter,2.5,Different
13,"{'scenario_context': ""Setting: A mid-sized tech company, one week after a high-stakes client demo. In the demo, [Agent 1] presented [Agent 2]'s analytics work as their own and implied that delays were due to [Agent 2], which helped [Agent 1] look decisive but harmed [Agent 2]'s reputation. As a result, [Agent 2] lost eligibility for a quarterly bonus and was removed from a leadership rotation shortlist. Their manager and the promotion committee meet in 24 hours to finalize decisions, and a public-facing debrief with the client is scheduled in two days. HR has informally advised [Agent 1] to avoid making explicit admissions of fault to reduce legal exposure and reputational risk; leadership has sent a Slack message urging aligned messaging. \n\nContext for the conversation: [Agent 1] requested a private, 30-minute meeting in a small conference room to apologize and try to repair the damage before the promotion meeting. [Agent 1] feels strong guilt and wants explicit forgiveness but is torn between HR guidance and the need to own the behavior. [Agent 2] is angry and hurt, and worries that being too harsh could brand them as difficult and cause guilt later, yet they also fear feeling guilty for being too accommodating if they accept a vague apology with no concrete repair. \n\nExternal pressures: The promotion committee locks decisions by end of day tomorrow; the client debrief agenda is already circulated. Any public correction will be visible to senior leaders and the client, potentially embarrassing [Agent 1] and drawing scrutiny. Any lack of correction may cement the current narrative and permanently affect [Agent 2]'s advancement. \n\nWhat is at stake: Both agents want to avoid ongoing guilt. [Agent 1] aims to reduce guilt by clearly naming the behavior and impact, avoiding excuses, and proposing specific repair steps with timelines that [Agent 2] explicitly accepts. [Agent 2] aims to avoid guilt about being too harsh or too accommodating by obtaining a clear admission of responsibility, at least one concrete repair step with a deadline, and by stating a boundary for future collaborations, after which they will either grant conditional forgiveness now or specify conditions and a timeline for when they will forgive. The room is booked back-to-back, so they must reach a plan quickly that balances honesty, reputational risk, and concrete repair."", 'explanation': 'This scenario creates high difficulty by combining moral pressure, organizational risk, and time constraints: [Agent 1] must own harm despite HR advice against explicit admissions, while [Agent 2] must calibrate firmness to avoid future guilt about being too harsh or too accommodating. Shared and individual goals intertwine around avoiding guilt via a responsibility-taking apology, a concrete repair plan with deadlines, stated boundaries, and a clear conclusion about forgiveness. External deadlines (promotion decision and client debrief), public visibility, and conflicting incentives heighten tension and make agreement challenging.'}",5,Conflict Resolution,Hard,Hard_ConflictResolution_S013_R05,12,395614,Michael Scott,Han Mi-nyeo / No. 212,0.75,Similar
11,"{'scenario_context': 'Setting: Monday 8:30 a.m., a glass-walled conference room, 30 minutes before a formal incident review with engineering leadership and Compliance. The meeting is private, but notes will be attached to the corrective action plan due by end of day for an ongoing SOC 2 surveillance audit.\n\nTriggering event: Late Friday, [Agent 1] (Team Lead under deadline pressure) bypassed mandatory peer review to merge a hotfix for a Fortune 100 client’s go-live. The hotfix prevented a contractual breach but introduced a minor production regression and a security scanner alert that was caught and rolled back Saturday. A screenshot of a chat message and the Git history clearly shows the bypass. This is the second time in a quarter that [Agent 1] has merged without review under time pressure.\n\nPolicy ambiguity and pressure: The written policy prohibits unreviewed merges, but the “Emergency Change” playbook is vague about after-hours peer availability and escalation authority. On-call coverage was thin due to a teammate’s unexpected leave and time-zone gaps. Leadership had issued aggressive delivery targets and flagged the client as at risk of churn if the fix slipped.\n\nShared deliverable for this meeting: A unified corrective action plan they will present at 9:00 a.m. that upholds the company’s ethical standard while enabling urgent fixes. The plan must include specific safeguards that begin this week and a clear personal commitment from [Agent 1] addressing future merges.\n\nConflicting personal aims: [Agent 1] seeks explicit acknowledgment from [Agent 2] that deadline pressure and ambiguous guidance contributed to the choice, and alignment on at least two concrete safeguards starting this week. [Agent 2] (Peer Ethics Champion/Compliance Advocate) seeks a clear admission that a policy violation occurred, an unqualified apology, and a time-bound corrective commitment (e.g., no merges without peer review for the next four weeks).\n\nConstraints and stakes: Failure to align will trigger a formal compliance finding, mandatory training, and a temporary merge freeze for the team. Success requires reconciling urgency with policy, under time pressure and power asymmetry (lead vs. norm enforcer).', 'explanation': 'This setup creates high difficulty by combining strong situational pressures (client threat, time-zone gaps, ambiguous emergency guidance, audit deadline) with clear norm violations and repeat behavior, forcing a clash between situational attribution ([Agent 1]) and dispositional accountability ([Agent 2]). The shared goal—being ethical—competes with delivery imperatives and reputational risk. The agents must co-produce a corrective plan within a tight window, while pursuing divergent personal goals: acknowledgment of situational factors and immediate safeguards versus admission, apology, and a strict time-bound commitment. The power asymmetry, documented evidence of the bypass, and the looming audit increase tension and make agreement challenging yet possible.'}",1,Conflict Resolution,Hard,Hard_ConflictResolution_S011_R01,535,6818,Walter White,Tyler Durden,1.5,Medium
5,"{'scenario_context': '[Agent 1] and [Agent 2] are colleagues who recently collaborated on a high-stakes project that ultimately failed due to miscommunication. Both blame themselves privately but fear the other holds them responsible. They meet informally in the office break room, where the ambiance is tense but neutral. Neither wants to openly address the failure, yet both feel unresolved guilt and worry about lingering resentment. [Agent 1], advocating for reconciliation, hopes to subtly clarify their perspective without escalating tension, while [Agent 2], aiming to appear empathetic but avoid blame, seeks to steer the conversation toward vague affirmations of shared responsibility.', 'explanation': 'The scenario sets up a conflict-resolution context where both agents share guilt but have divergent strategies to cope with it. The neutral setting (break room) avoids forcing confrontation while enabling plausible interaction. Hard difficulty arises from the fragility of the interaction—both agents want to resolve guilt but fear triggering blame, making acknowledgment of perspectives risky.'}",7,Conflict Resolution,Hard,Hard_ConflictResolution_S005_R07,1713,5635,Joe Rogan,Clementine Kruczynski,2.25,Different
